"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","NAM","Namibia",2015,54.23747413,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","NPL","Nepal",2022,68.98715427,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","NER","Niger",2018,53.65989578,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","NGA","Nigeria",2018,48.67374906,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","PAK","Pakistan",2020,12.36176033,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","RWA","Rwanda",2021,26.68835734,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","SEN","Senegal",2018,46.00052363,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","SLE","Sierra Leone",2018,49.31909059,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","SOM","Somalia",2022,18.6826863,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","ZAF","South Africa",2016,35.11078905,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","LKA","Sri Lanka",2021,15.40788734,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","SUR","Suriname",2012,35.79335793,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","TJK","Tajikistan",2016,14.22541067,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","TZA","Tanzania",2020,55.09115578,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","TLS","Timor-Leste",2016,41.36277096,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","TGO","Togo",2018,70.27884666,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","UGA","Uganda",2016,79.30486073,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","URY","Uruguay",2011,27.69220166,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","VUT","Vanuatu",2009,59.70452591,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","VNM","Viet Nam",2019,30.58356336,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","PSE","West Bank and Gaza",2009,8.348282924,"Percent"
